"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  In order to keep the bookstore accurate and informative,
  as an authorized user I want to add, view, edit, and remove authors.","687","View an existing author","","Sun Sep 21 09:20:36 GMT 2025","passed","Sun Sep 21 09:20:37 GMT 2025","","Happy path for authors","View an existing author",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","4192","Idempotent removal - repeating the operation","","Sun Sep 21 09:20:31 GMT 2025","failed","Sun Sep 21 09:20:35 GMT 2025","","Edge cases for authors","Idempotent removal - repeating the operation",""
"  In order to keep the bookstore accurate and up to date,
  as an authorized user I want to add, view, edit, and remove books.","1237","Update a book","","Sun Sep 21 09:20:35 GMT 2025","failed","Sun Sep 21 09:20:36 GMT 2025","","Happy path for books","Update a book",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","339","Rejecting an attempt to add a book without required information","","Sun Sep 21 09:20:36 GMT 2025","failed","Sun Sep 21 09:20:37 GMT 2025","","Edge cases for books","Rejecting an attempt to add a book without required information",""
"  In order to keep the bookstore accurate and informative,
  as an authorized user I want to add, view, edit, and remove authors.","3636","Remove an author","","Sun Sep 21 09:20:31 GMT 2025","failed","Sun Sep 21 09:20:35 GMT 2025","","Happy path for authors","Remove an author",""
"  In order to keep the bookstore accurate and up to date,
  as an authorized user I want to add, view, edit, and remove books.","787","View an existing book","","Sun Sep 21 09:20:36 GMT 2025","passed","Sun Sep 21 09:20:37 GMT 2025","","Happy path for books","View an existing book",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","364","Attempting to view an author that does not exist","","Sun Sep 21 09:20:34 GMT 2025","passed","Sun Sep 21 09:20:35 GMT 2025","","Edge cases for authors","Attempting to view an author that does not exist",""
"  In order to keep the bookstore accurate and informative,
  as an authorized user I want to add, view, edit, and remove authors.","1190","Update an author","","Sun Sep 21 09:20:35 GMT 2025","failed","Sun Sep 21 09:20:36 GMT 2025","","Happy path for authors","Update an author",""
"  In order to keep the bookstore accurate and informative,
  as an authorized user I want to add, view, edit, and remove authors.","1073","Fast end-to-end path CRUD","","Sun Sep 21 09:20:37 GMT 2025","failed","Sun Sep 21 09:20:38 GMT 2025","","Happy path for authors","Fast end-to-end path CRUD",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","509","Attempting to view a book that does not exist","","Sun Sep 21 09:20:37 GMT 2025","passed","Sun Sep 21 09:20:37 GMT 2025","","Edge cases for books","Attempting to view a book that does not exist",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","1065","Rejecting an ambiguous update","","Sun Sep 21 09:20:35 GMT 2025","failed","Sun Sep 21 09:20:36 GMT 2025","","Edge cases for books","Rejecting an ambiguous update",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","1071","Attempting to view an author that does not exist","","Sun Sep 21 09:20:35 GMT 2025","passed","Sun Sep 21 09:20:36 GMT 2025","","Edge cases for authors","Attempting to view an author that does not exist",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","339","Rejecting an attempt to add a book without required information","","Sun Sep 21 09:20:37 GMT 2025","failed","Sun Sep 21 09:20:37 GMT 2025","","Edge cases for books","Rejecting an attempt to add a book without required information",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","3991","Idempotent removal - repeating the operation","","Sun Sep 21 09:20:31 GMT 2025","failed","Sun Sep 21 09:20:35 GMT 2025","","Edge cases for books","Idempotent removal - repeating the operation",""
"  In order to keep the bookstore accurate and informative,
  as an authorized user I want to add, view, edit, and remove authors.","1061","Add a new author","","Sun Sep 21 09:20:37 GMT 2025","failed","Sun Sep 21 09:20:38 GMT 2025","","Happy path for authors","Add a new author",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","571","Attempting to view a book that does not exist","","Sun Sep 21 09:20:37 GMT 2025","passed","Sun Sep 21 09:20:38 GMT 2025","","Edge cases for books","Attempting to view a book that does not exist",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","2466","Attempting to view an author that does not exist","","Sun Sep 21 09:20:32 GMT 2025","passed","Sun Sep 21 09:20:34 GMT 2025","","Edge cases for authors","Attempting to view an author that does not exist",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","347","Rejecting an attempt to add an author without required information","","Sun Sep 21 09:20:36 GMT 2025","failed","Sun Sep 21 09:20:37 GMT 2025","","Edge cases for authors","Rejecting an attempt to add an author without required information",""
"  In order to keep the bookstore accurate and up to date,
  as an authorized user I want to add, view, edit, and remove books.","3620","Remove a book","","Sun Sep 21 09:20:31 GMT 2025","failed","Sun Sep 21 09:20:35 GMT 2025","","Happy path for books","Remove a book",""
