"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","292","Rejecting an attempt to add an author without required information","","Sun Sep 21 12:23:43 GMT 2025","failed","Sun Sep 21 12:23:43 GMT 2025","","Edge cases for authors","Rejecting an attempt to add an author without required information",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","892","Rejecting an ambiguous update","","Sun Sep 21 12:23:42 GMT 2025","failed","Sun Sep 21 12:23:43 GMT 2025","","Edge cases for books","Rejecting an ambiguous update",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","316","Attempting to view an author that does not exist","","Sun Sep 21 12:23:41 GMT 2025","passed","Sun Sep 21 12:23:42 GMT 2025","","Edge cases for authors","Attempting to view an author that does not exist",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","302","Rejecting an attempt to add a book without required information","","Sun Sep 21 12:23:43 GMT 2025","failed","Sun Sep 21 12:23:44 GMT 2025","","Edge cases for books","Rejecting an attempt to add a book without required information",""
"  In order to keep the bookstore accurate and up to date,
  as an authorized user I want to add, view, edit, and remove books.","1082","Add a new book","","Sun Sep 21 12:23:43 GMT 2025","failed","Sun Sep 21 12:23:45 GMT 2025","","Happy path for books","Add a new book",""
"  In order to keep the bookstore accurate and informative,
  as an authorized user I want to add, view, edit, and remove authors.","988","Add a new author","","Sun Sep 21 12:23:43 GMT 2025","failed","Sun Sep 21 12:23:44 GMT 2025","","Happy path for authors","Add a new author",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","917","Attempting to view an author that does not exist","","Sun Sep 21 12:23:42 GMT 2025","passed","Sun Sep 21 12:23:43 GMT 2025","","Edge cases for authors","Attempting to view an author that does not exist",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","3684","Idempotent removal - repeating the operation","","Sun Sep 21 12:23:38 GMT 2025","failed","Sun Sep 21 12:23:42 GMT 2025","","Edge cases for books","Idempotent removal - repeating the operation",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","406","Attempting to view a book that does not exist","","Sun Sep 21 12:23:43 GMT 2025","passed","Sun Sep 21 12:23:44 GMT 2025","","Edge cases for books","Attempting to view a book that does not exist",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","306","Rejecting an attempt to add a book without required information","","Sun Sep 21 12:23:43 GMT 2025","failed","Sun Sep 21 12:23:43 GMT 2025","","Edge cases for books","Rejecting an attempt to add a book without required information",""
