"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  In order to keep the bookstore accurate and informative,
  as an authorized user I want to add, view, edit, and remove authors.","1424","Update an author","","Mon Sep 22 13:28:33 GMT 2025","failed","Mon Sep 22 13:28:35 GMT 2025","","Happy path for authors","Update an author",""
"  In order to keep the bookstore accurate and informative,
  as an authorized user I want to add, view, edit, and remove authors.","3203","Remove an author","","Mon Sep 22 13:28:30 GMT 2025","failed","Mon Sep 22 13:28:33 GMT 2025","","Happy path for authors","Remove an author",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","1063","Rejecting an attempt to add a book without required information","","Mon Sep 22 13:28:36 GMT 2025","failed","Mon Sep 22 13:28:37 GMT 2025","","Edge cases for books","Rejecting an attempt to add a book without required information",""
"  In order to keep the bookstore accurate and up to date,
  as an authorized user I want to add, view, edit, and remove books.","3368","Add a new book","","Mon Sep 22 13:28:36 GMT 2025","failed","Mon Sep 22 13:28:39 GMT 2025","","Happy path for books","Add a new book",""
"  In order to keep the bookstore accurate and up to date,
  as an authorized user I want to add, view, edit, and remove books.","3202","Remove a book","","Mon Sep 22 13:28:30 GMT 2025","failed","Mon Sep 22 13:28:33 GMT 2025","","Happy path for books","Remove a book",""
"  In order to keep the bookstore accurate and informative,
  as an authorized user I want to add, view, edit, and remove authors.","653","View an existing author","","Mon Sep 22 13:28:35 GMT 2025","passed","Mon Sep 22 13:28:35 GMT 2025","","Happy path for authors","View an existing author",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","4101","Idempotent removal - repeating the operation","","Mon Sep 22 13:28:30 GMT 2025","failed","Mon Sep 22 13:28:34 GMT 2025","","Edge cases for authors","Idempotent removal - repeating the operation",""
"  In order to keep the bookstore accurate and informative,
  as an authorized user I want to add, view, edit, and remove authors.","1939","Fast end-to-end path CRUD","","Mon Sep 22 13:28:36 GMT 2025","failed","Mon Sep 22 13:28:38 GMT 2025","","Happy path for authors","Fast end-to-end path CRUD",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","342","Rejecting an attempt to add a book without required information","","Mon Sep 22 13:28:35 GMT 2025","failed","Mon Sep 22 13:28:35 GMT 2025","","Edge cases for books","Rejecting an attempt to add a book without required information",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","344","Rejecting an attempt to add an author without required information","","Mon Sep 22 13:28:35 GMT 2025","failed","Mon Sep 22 13:28:35 GMT 2025","","Edge cases for authors","Rejecting an attempt to add an author without required information",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","368","Attempting to view an author that does not exist","","Mon Sep 22 13:28:33 GMT 2025","passed","Mon Sep 22 13:28:33 GMT 2025","","Edge cases for authors","Attempting to view an author that does not exist",""
"  In order to keep the bookstore accurate and up to date,
  as an authorized user I want to add, view, edit, and remove books.","728","View an existing book","","Mon Sep 22 13:28:35 GMT 2025","passed","Mon Sep 22 13:28:36 GMT 2025","","Happy path for books","View an existing book",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","1169","Attempting to view an author that does not exist","","Mon Sep 22 13:28:33 GMT 2025","passed","Mon Sep 22 13:28:35 GMT 2025","","Edge cases for authors","Attempting to view an author that does not exist",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","325","Rejecting an attempt to add an author without required information","","Mon Sep 22 13:28:35 GMT 2025","failed","Mon Sep 22 13:28:35 GMT 2025","","Edge cases for authors","Rejecting an attempt to add an author without required information",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","1975","Attempting to view a book that does not exist","","Mon Sep 22 13:28:37 GMT 2025","passed","Mon Sep 22 13:28:39 GMT 2025","","Edge cases for books","Attempting to view a book that does not exist",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","1958","Attempting to view a book that does not exist","","Mon Sep 22 13:28:36 GMT 2025","passed","Mon Sep 22 13:28:38 GMT 2025","","Edge cases for books","Attempting to view a book that does not exist",""
"  In order to keep the bookstore accurate and informative,
  as an authorized user I want to add, view, edit, and remove authors.","2065","Add a new author","","Mon Sep 22 13:28:35 GMT 2025","failed","Mon Sep 22 13:28:38 GMT 2025","","Happy path for authors","Add a new author",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","320","Rejecting an attempt to add an author without required information","","Mon Sep 22 13:28:35 GMT 2025","failed","Mon Sep 22 13:28:36 GMT 2025","","Edge cases for authors","Rejecting an attempt to add an author without required information",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","1139","Attempting to view a book that does not exist","","Mon Sep 22 13:28:38 GMT 2025","passed","Mon Sep 22 13:28:39 GMT 2025","","Edge cases for books","Attempting to view a book that does not exist",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","2000","Attempting to view an author that does not exist","","Mon Sep 22 13:28:31 GMT 2025","passed","Mon Sep 22 13:28:33 GMT 2025","","Edge cases for authors","Attempting to view an author that does not exist",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","3749","Idempotent removal - repeating the operation","","Mon Sep 22 13:28:30 GMT 2025","failed","Mon Sep 22 13:28:34 GMT 2025","","Edge cases for books","Idempotent removal - repeating the operation",""
"  In order to keep the bookstore accurate and up to date,
  as an authorized user I want to add, view, edit, and remove books.","1420","Update a book","","Mon Sep 22 13:28:33 GMT 2025","failed","Mon Sep 22 13:28:35 GMT 2025","","Happy path for books","Update a book",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","998","Rejecting an ambiguous update","","Mon Sep 22 13:28:34 GMT 2025","failed","Mon Sep 22 13:28:35 GMT 2025","","Edge cases for authors","Rejecting an ambiguous update",""
"  To protect data consistency and the user experience,
  the system should clearly communicate errors and block invalid operations.","342","Rejecting an attempt to add a book without required information","","Mon Sep 22 13:28:35 GMT 2025","failed","Mon Sep 22 13:28:36 GMT 2025","","Edge cases for books","Rejecting an attempt to add a book without required information",""
"  In order to keep the bookstore accurate and up to date,
  as an authorized user I want to add, view, edit, and remove books.","2409","Fast end-to-end path CRUD","","Mon Sep 22 13:28:36 GMT 2025","failed","Mon Sep 22 13:28:38 GMT 2025","","Happy path for books","Fast end-to-end path CRUD",""
